id,carat,table,depth,y,z,cut,color,clarity,x
4311,0.3,57.0,61.5,4.34,2.66,2,5,3,4.31
4312,0.31,56.0,62.6,4.37,2.72,2,5,3,4.32
4313,1.0,60.0,64.1,6.22,4.01,5,5,4,6.3
4314,1.07,57.0,61.6,6.61,4.05,2,4,5,6.55
4315,0.5,59.0,61.3,5.15,3.14,1,3,4,5.09
4316,0.81,53.0,64.3,5.97,3.81,6,3,6,5.91
4317,1.5,60.0,61.4,7.28,4.49,1,3,7,7.34
4318,1.5,62.0,59.5,7.39,4.42,1,6,7,7.46
4319,0.41,58.0,60.1,4.83,2.89,3,7,2,4.79
4320,0.74,58.0,60.5,5.88,3.57,1,4,6,5.93
4321,0.34,55.0,61.9,4.52,2.79,2,3,4,4.49
4322,1.0,60.0,68.2,5.94,4.08,5,4,6,6.02
4323,2.01,62.0,58.5,8.31,4.84,6,6,6,8.24
4324,0.83,59.0,61.1,6.1,3.71,2,5,7,6.05
4325,1.01,61.0,63.8,6.06,3.89,6,1,7,6.13
4326,1.5,62.0,58.6,7.46,4.36,3,2,6,7.43
4327,1.0,58.0,63.2,6.32,4.03,3,6,5,6.43
4328,0.58,55.0,61.1,5.38,3.3,2,4,5,5.42
4329,0.33,55.0,61.6,4.48,2.75,2,3,5,4.45
4330,0.35,58.0,60.4,4.58,2.75,1,1,5,4.53
4331,1.05,55.0,60.3,6.68,3.99,2,3,7,6.55
4332,0.53,56.0,62.2,5.16,3.22,2,1,5,5.19
4333,0.33,54.0,62.4,4.41,2.76,2,1,6,4.44
4334,0.55,56.0,61.8,5.23,3.25,1,4,7,5.28
4335,0.33,57.0,61.2,4.44,2.71,3,4,2,4.4
4336,1.51,59.0,62.8,7.28,4.55,3,7,5,7.2
4337,1.35,57.0,62.3,7.12,4.42,3,5,5,7.06
4338,0.31,53.0,62.5,4.37,2.72,2,1,6,4.34
4339,0.9,56.0,62.0,6.19,3.85,2,5,4,6.22
4340,0.78,55.0,61.0,5.96,3.63,3,2,4,5.94
4341,0.31,55.0,61.2,4.44,2.7,3,5,3,4.41
4342,1.5,56.0,64.0,7.13,4.64,6,3,5,7.18
4343,0.28,59.0,60.1,4.22,2.55,1,2,3,4.26
4344,0.54,55.0,64.1,5.11,3.29,6,1,6,5.15
4345,0.7,56.0,62.4,5.69,3.53,3,3,6,5.63
4346,1.5,59.0,61.2,7.36,4.49,1,4,4,7.32
4347,3.0,59.0,64.8,8.73,5.72,5,6,7,8.93
4348,1.0,63.0,61.4,6.41,3.92,3,1,6,6.35
4349,0.23,55.0,61.5,3.98,2.43,2,2,7,3.95
4350,0.3,54.0,61.8,4.35,2.68,2,6,2,4.32
4351,1.16,59.0,60.5,6.8,4.13,1,3,5,6.86
4352,1.51,60.0,58.4,7.53,4.41,1,7,6,7.58
4353,0.33,59.0,62.7,4.39,2.74,3,3,4,4.35
4354,0.56,59.0,62.5,5.2,3.26,1,2,6,5.24
4355,0.28,53.0,62.2,4.23,2.63,2,3,3,4.22
4356,0.3,57.0,59.7,4.37,2.62,2,7,4,4.4
4357,0.76,58.0,60.7,5.93,3.59,1,5,2,5.9
4358,1.22,56.0,61.7,6.92,4.26,2,2,6,6.88
4359,0.44,57.0,63.1,4.87,3.06,6,7,4,4.83
4360,0.3,58.0,62.2,4.28,2.67,1,7,5,4.3
4361,0.46,58.0,60.9,4.94,3.02,1,1,5,4.97
4362,0.32,55.0,63.3,4.36,2.75,6,2,6,4.33
4363,0.27,61.0,59.7,4.27,2.54,3,2,3,4.24
4364,0.45,56.0,61.9,4.95,3.05,2,2,3,4.91
4365,1.02,57.0,58.4,6.64,3.86,3,2,5,6.59
4366,0.95,59.0,59.3,6.46,3.82,2,5,7,6.42
4367,0.34,56.0,61.8,4.5,2.77,2,6,2,4.47
4368,2.4,57.0,62.8,8.49,5.34,2,6,7,8.52
4369,0.9,62.0,59.7,6.23,3.71,3,5,3,6.2
4370,2.1,60.0,60.8,8.35,5.04,2,6,6,8.24
4371,1.03,59.0,61.1,6.58,4.0,3,3,7,6.51
4372,0.54,56.0,62.5,5.22,3.25,2,3,4,5.18
4373,1.51,61.0,59.4,7.46,4.45,2,6,6,7.52
4374,0.43,57.0,60.2,4.93,2.96,3,5,6,4.91
4375,0.31,57.0,59.0,4.4,2.61,1,5,6,4.44
4376,0.29,58.0,62.3,4.25,2.64,3,3,2,4.22
4377,1.62,58.0,59.4,7.68,4.58,1,4,4,7.74
4378,1.03,55.0,62.8,6.41,4.03,1,7,8,6.43
4379,0.39,62.0,61.7,4.65,2.88,1,4,4,4.69
4380,0.7,57.0,60.7,5.75,3.48,3,2,4,5.72
4381,1.08,57.0,63.7,6.49,4.15,6,2,7,6.54
4382,2.0,57.0,62.6,8.01,5.04,2,3,7,8.08
4383,0.43,55.0,61.4,4.92,3.01,2,3,6,4.88
4384,0.51,59.0,62.6,5.11,3.19,3,4,3,5.08
4385,0.56,56.0,60.9,5.33,3.27,2,2,3,5.4
4386,0.36,55.0,61.6,4.59,2.82,2,4,1,4.57
4387,1.01,58.0,61.2,6.46,3.96,1,4,5,6.49
4388,0.46,54.4,62.4,4.98,3.09,2,4,3,4.93
4389,1.02,57.0,60.4,6.53,3.95,2,4,5,6.55
4390,0.76,59.0,64.1,5.73,3.68,6,6,6,5.75
4391,0.42,54.0,62.5,4.79,3.01,2,4,4,4.84
4392,1.51,61.0,62.3,7.3,4.54,3,5,5,7.27
4393,0.9,59.0,60.4,6.24,3.76,1,2,7,6.21
4394,0.3,57.0,62.1,4.33,2.68,2,2,4,4.3
4395,0.32,55.0,61.9,4.4,2.73,2,5,4,4.42
4396,0.3,56.0,62.1,4.34,2.69,2,5,5,4.32
4397,1.51,61.0,64.2,7.19,4.63,6,3,7,7.24
4398,0.51,60.5,62.0,5.08,3.15,6,2,3,5.05
4399,1.13,55.0,60.1,6.85,4.1,2,1,7,6.79
4400,1.0,61.0,63.0,6.31,3.99,1,5,7,6.35
4401,1.53,59.0,61.2,7.41,4.53,1,6,4,7.39
4402,0.79,57.0,62.5,5.92,3.69,2,3,6,5.88
4403,1.0,61.0,58.5,6.48,3.8,1,2,7,6.52
4404,1.22,57.0,62.3,6.79,4.24,2,3,4,6.83
4405,1.25,58.0,60.2,7.04,4.22,3,4,2,6.97
4406,1.75,57.0,62.9,7.59,4.81,2,3,7,7.71
4407,1.2,60.0,63.8,6.65,4.23,6,3,5,6.6
4408,0.32,57.0,61.5,4.45,2.73,2,1,2,4.43
4409,1.02,59.0,60.6,6.47,3.94,1,1,6,6.53
4410,1.11,56.0,61.3,6.74,4.12,2,1,7,6.68
4411,0.7,57.0,62.2,5.72,3.54,3,5,4,5.67
4412,1.41,58.0,64.7,7.0,4.55,5,5,8,7.05
4413,1.24,57.0,61.8,6.86,4.26,2,7,6,6.92
4414,0.7,58.0,59.9,5.68,3.44,1,4,6,5.8
4415,0.23,66.0,60.3,3.96,2.38,6,3,2,3.93
4416,1.37,58.0,64.1,6.9,4.43,6,6,5,6.92
4417,1.02,55.0,62.9,6.41,4.05,1,3,6,6.47
4418,1.1,55.0,62.6,6.6,4.13,2,6,7,6.57
4419,2.03,60.0,59.3,8.28,4.93,1,7,4,8.36
4420,0.3,57.0,63.4,4.23,2.69,3,7,4,4.26
4421,1.01,56.0,64.0,6.32,4.06,6,3,4,6.37
4422,1.02,58.0,61.1,6.49,3.95,2,7,5,6.45
4423,0.9,58.0,59.9,6.27,3.74,1,4,7,6.22
4424,0.3,59.0,60.5,4.32,2.62,1,6,1,4.34
4425,0.71,56.0,63.6,5.7,3.61,6,6,4,5.65
4426,0.56,58.0,60.0,5.38,3.24,2,1,7,5.42
4427,2.09,57.0,62.9,8.13,5.1,3,6,4,8.09
4428,1.27,59.0,60.9,7.04,4.26,3,7,6,6.96
4429,0.62,53.0,62.4,5.5,3.42,2,2,6,5.47
4430,0.37,60.0,61.3,4.63,2.83,1,4,5,4.6
4431,1.08,56.0,61.1,6.63,4.04,2,1,4,6.59
4432,1.58,58.0,60.9,7.65,4.63,3,5,3,7.56
4433,2.02,59.0,61.4,8.08,4.98,1,5,7,8.15
4434,0.4,58.0,58.9,4.8,2.84,1,4,3,4.84
4435,1.01,59.0,58.8,6.55,3.86,1,1,7,6.58
4436,0.58,60.0,61.9,5.35,3.3,2,3,5,5.32
4437,0.52,54.0,61.4,5.23,3.2,2,2,5,5.2
4438,0.33,57.0,60.9,4.5,2.73,2,2,4,4.47
4439,1.02,59.0,64.6,6.29,4.07,5,4,3,6.31
4440,0.31,60.0,61.3,4.35,2.66,1,2,3,4.33
4441,0.3,55.0,63.6,4.28,2.71,6,5,3,4.24
4442,1.67,56.0,62.6,7.55,4.73,2,5,5,7.57
4443,0.91,61.0,63.1,6.14,3.84,6,2,7,6.04
4444,2.02,58.0,62.4,8.03,5.02,2,5,6,8.07
4445,0.7,58.0,65.2,5.56,3.64,5,6,6,5.6
4446,0.71,57.0,62.0,5.72,3.54,2,2,3,5.7
4447,1.07,60.0,57.6,6.79,3.92,6,3,5,6.83
4448,1.07,56.0,64.8,6.43,4.2,5,4,8,6.53
4449,0.55,58.0,61.8,5.26,3.24,2,4,5,5.23
4450,2.01,58.0,59.1,8.36,4.92,3,5,6,8.29
4451,0.53,56.0,61.6,5.23,3.23,2,3,5,5.26
4452,0.28,55.0,61.2,4.22,2.57,2,5,3,4.18
4453,0.37,59.0,61.0,4.59,2.81,1,1,5,4.63
4454,0.41,55.0,61.3,4.79,2.95,2,3,4,4.83
4455,1.16,59.0,64.2,6.61,4.26,2,5,6,6.66
4456,0.51,55.0,61.8,5.11,3.17,2,1,6,5.15
4457,0.32,58.0,62.9,4.33,2.73,1,6,6,4.35
4458,0.32,55.0,61.5,4.45,2.73,2,4,1,4.43
4459,0.7,58.0,60.5,5.77,3.48,1,5,4,5.73
4460,0.36,57.0,61.5,4.56,2.81,2,1,5,4.58
4461,0.59,58.0,61.9,5.32,3.31,1,1,4,5.37
4462,1.15,56.0,63.1,6.7,4.2,6,5,5,6.62
4463,1.0,57.0,60.5,6.48,3.93,2,1,6,6.52
4464,1.58,56.0,61.6,7.5,4.63,2,7,6,7.53
4465,0.31,58.0,61.8,4.32,2.68,1,4,3,4.36
4466,0.72,57.0,62.9,5.65,3.58,1,4,5,5.73
4467,1.27,60.0,63.4,6.85,4.33,6,7,4,6.8
4468,0.82,60.0,62.6,5.91,3.72,1,2,5,5.97
4469,1.18,55.0,62.7,6.79,4.23,2,6,3,6.7
4470,1.11,57.0,61.9,6.62,4.11,2,3,2,6.66
4471,2.04,60.0,62.2,8.0,5.0,1,5,6,8.07
4472,0.53,56.0,60.7,5.27,3.18,2,4,6,5.22
4473,0.71,55.0,60.9,5.81,3.53,2,6,4,5.8
4474,0.71,58.0,64.4,5.56,3.59,5,4,7,5.59
4475,0.53,55.0,61.8,5.24,3.22,2,2,2,5.19
4476,0.4,55.0,61.2,4.76,2.92,2,2,4,4.79
4477,0.58,56.0,62.1,5.36,3.32,2,2,3,5.33
4478,0.36,58.0,60.4,4.62,2.78,3,2,5,4.58
4479,1.01,54.0,62.2,6.41,4.01,2,4,3,6.48
4480,1.01,58.0,60.8,6.4,3.9,1,2,5,6.43
4481,0.35,56.0,62.6,4.52,2.82,3,4,4,4.49
4482,1.02,57.0,62.4,6.35,3.99,3,5,5,6.43
4483,0.32,55.0,61.6,4.45,2.73,2,2,3,4.42
4484,0.9,60.0,62.1,6.2,3.83,3,1,6,6.14
4485,0.4,61.0,62.8,4.67,2.92,3,4,5,4.63
4486,0.91,58.0,60.8,6.25,3.79,3,5,5,6.21
4487,1.0,58.0,63.0,6.35,3.97,6,4,5,6.25
4488,0.31,58.0,61.8,4.36,2.68,1,4,3,4.32
4489,0.31,56.0,61.4,4.41,2.7,2,5,1,4.39
4490,1.0,62.0,60.2,6.43,3.88,1,5,5,6.46
4491,0.37,57.0,60.5,4.66,2.81,2,7,6,4.63
4492,0.53,54.0,61.5,5.26,3.22,2,5,6,5.21
4493,0.51,56.0,60.2,5.24,3.14,2,4,4,5.2
4494,0.9,58.0,60.9,6.19,3.79,1,4,5,6.34
4495,1.01,57.0,61.7,6.47,4.0,2,2,7,6.5
4496,0.97,60.0,62.0,6.25,3.89,1,1,6,6.29
4497,1.01,57.0,61.7,6.45,3.99,2,4,5,6.48
4498,1.1,55.0,61.5,6.68,4.1,2,7,6,6.65
4499,0.38,53.9,62.1,4.67,2.9,2,1,4,4.65
4500,0.33,56.0,62.2,4.46,2.77,2,5,3,4.44
4501,1.54,59.0,63.0,7.31,4.62,1,1,6,7.35
4502,0.42,59.0,62.1,4.77,2.97,1,1,6,4.79
4503,0.7,57.0,61.7,5.7,3.5,2,5,4,5.66
4504,1.07,56.0,62.1,6.6,4.08,2,7,6,6.54
4505,0.31,60.0,59.8,4.38,2.63,1,6,5,4.42
4506,0.34,57.0,62.8,4.45,2.79,3,6,6,4.43
4507,1.23,56.1,62.2,6.87,4.25,2,4,3,6.8
4508,0.65,54.0,62.1,5.59,3.46,2,7,6,5.56
4509,1.65,56.0,62.1,7.65,4.76,2,5,3,7.68
4510,0.7,56.0,62.2,5.74,3.56,3,3,5,5.7
4511,0.6,55.0,62.2,5.43,3.36,2,5,3,5.38
4512,0.58,57.0,60.2,5.43,3.28,2,5,6,5.47
4513,0.52,60.0,59.1,5.19,3.08,3,4,4,5.24
4514,0.49,61.5,58.5,5.21,3.04,6,3,4,5.18
4515,1.0,59.0,62.8,6.34,3.97,3,2,7,6.3
4516,3.04,59.0,63.2,9.07,5.75,3,6,7,9.14
4517,0.35,60.0,60.8,4.57,2.76,1,2,6,4.51
4518,0.84,56.0,61.8,6.11,3.75,2,4,4,6.02
4519,0.39,57.0,63.3,4.65,2.93,6,4,5,4.61
4520,1.41,58.0,62.5,7.12,4.44,3,5,5,7.08
4521,0.8,56.0,60.7,6.03,3.66,3,6,7,6.01
4522,0.31,56.0,62.0,4.38,2.71,2,2,5,4.36
4523,1.01,55.0,62.5,6.39,4.0,2,3,7,6.4
4524,1.31,55.0,62.5,6.97,4.38,1,7,6,7.05
4525,0.25,60.0,63.3,4.03,2.54,3,2,5,4.0
4526,0.27,56.0,61.6,4.19,2.57,2,5,4,4.16
4527,0.3,56.0,62.9,4.27,2.69,2,1,3,4.29
4528,1.01,56.0,62.7,6.4,4.0,3,3,7,6.35
4529,0.36,58.0,62.4,4.53,2.81,3,1,5,4.48
4530,0.3,55.0,61.4,4.32,2.66,2,2,5,4.34
4531,1.01,57.0,62.3,6.36,3.98,2,4,6,6.41
4532,0.54,58.0,61.4,5.25,3.23,2,1,2,5.28
4533,0.72,64.0,60.1,5.75,3.48,6,7,6,5.83
4534,1.2,57.0,61.9,6.73,4.18,2,5,4,6.77
4535,0.4,56.0,61.6,4.75,2.92,2,5,7,4.73
4536,0.77,57.0,59.7,6.05,3.59,3,3,7,5.97
4537,0.31,58.0,61.1,4.32,2.65,1,4,2,4.35
4538,0.4,56.0,61.1,4.79,2.92,2,4,1,4.76
4539,0.29,56.0,62.4,4.24,2.64,2,4,2,4.22
4540,0.7,60.0,61.2,5.73,3.5,1,7,5,5.7
4541,1.51,59.0,62.8,7.2,4.55,1,7,5,7.28
4542,0.32,54.0,60.8,4.44,2.71,2,6,1,4.47
4543,1.63,62.0,59.7,7.73,4.59,3,3,6,7.65
4544,1.31,57.0,62.7,6.98,4.4,2,3,7,7.05
4545,0.9,58.0,63.8,6.13,3.9,6,1,6,6.09
4546,1.52,57.0,63.5,7.29,4.61,3,3,5,7.23
4547,0.91,61.0,59.9,6.24,3.72,6,5,5,6.18
4548,0.51,58.0,60.8,5.17,3.13,3,5,5,5.12
4549,0.41,57.0,64.5,4.65,3.01,5,1,3,4.68
4550,2.01,53.0,61.5,8.03,4.97,1,5,6,8.13
4551,0.54,55.0,62.6,5.2,3.26,2,2,4,5.22
4552,0.51,61.0,61.2,5.13,3.15,1,2,6,5.16
4553,0.56,57.0,61.0,5.34,3.24,2,1,7,5.3
4554,0.28,55.0,62.0,4.25,2.62,3,4,6,4.2
4555,0.57,57.0,62.9,5.26,3.32,2,2,5,5.29
4556,1.21,57.0,61.1,6.91,4.21,2,3,2,6.87
4557,0.41,57.0,63.5,4.73,2.99,6,2,6,4.69
4558,0.4,57.0,61.8,4.77,2.94,2,5,6,4.75
4559,0.65,56.0,62.0,5.56,3.44,3,5,7,5.53
4560,2.03,65.0,62.7,7.92,5.06,6,4,7,8.17
4561,0.71,56.0,61.3,5.79,3.53,2,3,6,5.73
4562,0.76,59.0,62.2,5.81,3.63,1,2,6,5.86
4563,0.77,56.0,62.5,5.91,3.68,2,1,6,5.86
4564,1.14,58.0,59.6,6.8,4.05,1,3,6,6.78
4565,1.11,61.0,61.2,6.65,4.08,1,6,7,6.69
4566,2.51,56.0,63.1,8.6,5.44,3,2,7,8.65
4567,0.8,57.0,63.5,5.91,3.74,3,4,4,5.87
4568,0.33,55.0,62.4,4.4,2.75,2,3,2,4.42
4569,0.34,57.0,60.6,4.51,2.74,2,1,5,4.53
4570,0.41,55.0,62.3,4.78,2.97,2,4,1,4.75
4571,0.7,60.0,61.7,5.64,3.49,1,3,4,5.67
4572,0.31,56.0,62.0,4.35,2.69,2,4,3,4.33
4573,0.39,55.0,62.5,4.7,2.93,3,4,6,4.68
4574,1.54,59.0,60.9,7.46,4.53,1,6,6,7.42
4575,0.32,57.0,61.3,4.37,2.69,2,4,4,4.4
4576,0.4,56.0,61.2,4.81,2.93,2,7,6,4.77
4577,1.34,56.0,61.9,7.1,4.38,2,4,5,7.05
4578,1.06,56.0,60.6,6.69,4.03,3,3,1,6.62
4579,2.0,59.0,62.1,8.02,5.01,1,4,7,8.12
4580,0.56,58.0,61.2,5.33,3.26,3,3,4,5.32
4581,1.02,57.0,60.9,6.55,3.98,2,5,6,6.51
4582,0.38,55.0,62.3,4.65,2.89,2,7,5,4.63
4583,0.72,57.0,62.3,5.77,3.58,3,7,4,5.73
4584,0.27,55.0,62.2,4.18,2.59,2,5,4,4.15
4585,1.02,64.0,59.6,6.55,3.91,6,3,7,6.58
4586,0.3,57.0,62.3,4.33,2.69,2,3,5,4.3
4587,1.01,53.0,62.2,6.43,4.01,1,1,6,6.47
4588,0.71,57.0,62.9,5.72,3.59,3,4,5,5.69
4589,0.4,57.0,64.2,4.7,3.01,6,2,7,4.68
4590,0.9,61.0,65.3,5.94,3.89,5,6,6,5.98
4591,0.54,56.0,61.5,5.25,3.24,2,4,1,5.28
4592,0.34,57.0,62.3,4.48,2.78,2,1,6,4.44
4593,0.41,60.0,62.4,4.71,2.95,1,1,5,4.75
4594,0.31,55.0,61.8,4.33,2.68,2,2,5,4.35
4595,0.55,56.0,60.9,5.34,3.24,2,1,6,5.31
4596,0.53,55.0,61.7,5.24,3.22,3,5,6,5.2
4597,0.31,54.0,62.0,4.39,2.72,2,4,2,4.38
4598,1.09,59.0,62.5,6.53,4.1,1,2,6,6.58
4599,0.51,58.0,61.3,5.14,3.16,1,2,4,5.17
4600,0.35,58.0,62.0,4.54,2.82,1,1,5,4.56
4601,1.2,54.4,63.3,6.78,4.27,6,7,7,6.72
4602,0.24,58.0,65.0,3.9,2.52,6,2,3,3.85
4603,0.42,59.0,62.7,4.78,3.0,1,2,6,4.79
4604,0.32,56.0,61.3,4.37,2.69,2,1,5,4.41
4605,0.3,65.0,60.8,4.26,2.6,6,1,7,4.29
4606,0.62,55.0,61.9,5.52,3.41,2,5,1,5.5
4607,1.18,62.0,64.2,6.51,4.25,6,4,6,6.6
4608,1.2,57.0,63.3,6.68,4.26,3,5,5,6.78
4609,0.3,60.0,62.2,4.3,2.67,1,1,5,4.28
4610,0.42,57.0,62.1,4.77,2.97,2,4,3,4.8
4611,0.75,57.0,65.1,5.66,3.7,5,3,7,5.7
4612,0.9,55.0,64.6,6.0,3.9,5,5,5,6.07
4613,0.27,56.0,61.6,4.17,2.56,2,2,4,4.14
4614,0.55,59.0,60.3,5.3,3.21,1,1,2,5.34
4615,2.07,59.0,60.3,8.28,4.98,2,6,5,8.23
4616,1.07,58.0,58.2,6.72,3.93,1,3,7,6.79
4617,2.72,56.0,62.1,8.93,5.56,2,7,7,8.97
4618,0.32,55.0,63.2,4.39,2.77,6,4,4,4.37
4619,0.34,55.0,63.0,4.48,2.81,3,5,3,4.44
4620,0.68,71.0,58.0,5.7,3.35,5,4,6,5.85
4621,0.31,60.0,61.3,4.32,2.67,1,2,5,4.39
4622,0.5,56.0,61.4,5.16,3.16,2,6,6,5.13
4623,0.43,57.0,63.4,4.84,3.06,6,2,6,4.81
4624,0.32,56.0,61.5,4.45,2.73,2,5,7,4.43
4625,0.5,60.0,61.0,5.11,3.11,3,3,6,5.08
4626,0.55,56.0,60.5,5.37,3.24,2,4,3,5.36
4627,0.7,62.0,61.1,5.69,3.46,3,3,5,5.64
4628,0.27,56.0,60.3,4.27,2.56,2,3,5,4.24
4629,0.35,56.0,63.3,4.5,2.86,3,7,6,4.53
4630,0.51,58.0,60.3,5.19,3.12,1,5,4,5.16
4631,2.07,55.0,62.0,8.13,5.07,2,4,7,8.23
4632,0.31,56.0,62.9,4.34,2.72,3,1,6,4.31
4633,0.32,56.0,61.3,4.46,2.72,2,2,5,4.41
4634,0.41,57.0,62.0,4.73,2.95,2,7,2,4.79
4635,0.32,56.0,63.4,4.38,2.77,6,1,7,4.36
4636,0.35,58.0,60.8,4.57,2.76,1,1,7,4.51
4637,1.27,59.0,60.6,7.0,4.23,3,5,7,6.97
4638,1.59,60.0,62.5,7.46,4.65,1,7,6,7.42
4639,0.44,57.0,60.8,4.88,2.98,1,6,2,4.93
4640,1.51,56.0,61.9,7.29,4.56,1,7,7,7.44
4641,0.24,57.0,63.4,3.97,2.51,3,2,3,3.95
4642,1.55,56.0,62.3,7.37,4.61,2,2,6,7.43
4643,0.63,57.0,60.9,5.57,3.38,2,3,1,5.53
4644,0.55,57.0,61.5,5.27,3.23,2,3,3,5.24
4645,1.05,57.0,62.8,6.48,4.06,3,3,5,6.45
4646,0.37,60.0,59.1,4.69,2.78,1,4,3,4.71
4647,1.22,58.0,60.2,6.9,4.17,2,6,6,6.96
4648,0.33,57.0,60.9,4.51,2.74,2,4,2,4.49
4649,1.5,57.0,63.3,7.28,4.6,6,7,3,7.25
4650,2.1,61.0,61.5,8.16,5.03,2,7,5,8.21
4651,0.91,58.0,61.4,6.23,3.81,3,3,6,6.19
4652,0.36,58.0,61.5,4.56,2.82,1,2,7,4.61
4653,0.3,59.0,62.3,4.25,2.66,1,4,3,4.29
4654,2.09,59.0,62.2,8.16,5.1,1,7,6,8.23
4655,1.01,57.0,63.6,6.35,4.02,3,4,4,6.3
4656,0.4,59.0,59.4,4.78,2.86,1,3,3,4.85
4657,0.41,58.0,62.6,4.75,2.96,1,4,4,4.7
4658,0.56,58.0,62.8,5.23,3.27,3,4,7,5.19
4659,1.53,60.0,60.8,7.51,4.54,3,2,6,7.43
4660,0.37,56.0,61.1,4.66,2.84,2,4,6,4.64
4661,1.02,59.0,57.3,6.65,3.83,6,4,4,6.71
4662,2.15,55.0,61.7,8.43,5.14,2,6,7,8.24
4663,0.5,59.0,62.7,5.09,3.18,1,3,5,5.05
4664,0.48,55.0,62.3,5.05,3.13,3,3,2,5.02
4665,0.36,56.0,61.4,4.61,2.82,2,3,3,4.58
4666,2.01,61.0,61.1,8.09,4.96,1,5,5,8.14
4667,0.66,56.3,63.3,5.55,3.48,3,2,5,5.47
4668,0.32,55.0,61.8,4.43,2.73,2,4,7,4.4
4669,1.5,58.0,62.4,7.31,4.55,1,1,6,7.27
4670,0.91,56.0,63.0,6.16,3.87,3,2,7,6.12
4671,0.7,56.0,61.9,5.73,3.53,3,4,6,5.68
4672,0.7,58.0,65.2,5.55,3.6,5,5,6,5.49
4673,0.77,57.0,62.6,5.81,3.67,2,1,6,5.92
4674,0.41,56.0,62.3,4.8,2.98,3,4,4,4.77
4675,0.32,56.0,61.2,4.45,2.71,2,6,3,4.41
4676,1.16,57.0,62.7,6.76,4.21,3,6,6,6.67
4677,2.0,59.0,60.7,8.15,4.94,3,7,5,8.12
4678,0.36,57.0,61.5,4.57,2.82,2,5,6,4.6
4679,1.22,56.0,62.0,6.88,4.24,2,4,4,6.83
4680,0.32,57.0,62.8,4.35,2.74,2,1,7,4.38
4681,2.01,59.0,62.8,7.97,5.02,1,5,5,8.03
4682,0.31,55.0,62.0,4.37,2.7,2,4,7,4.34
4683,0.34,55.0,61.8,4.48,2.76,2,1,3,4.46
4684,1.12,55.0,61.6,6.74,4.13,2,4,3,6.68
4685,1.61,55.0,62.0,7.5,4.67,2,1,5,7.51
4686,1.12,57.0,61.0,6.72,4.09,2,4,5,6.69
4687,0.81,59.0,63.1,5.79,3.67,3,3,6,5.85
4688,2.01,59.0,62.9,8.03,5.02,3,6,4,7.94
4689,1.57,59.0,61.3,7.47,4.57,1,7,4,7.44
4690,0.34,54.0,61.9,4.52,2.79,2,4,1,4.5
4691,0.61,55.0,62.4,5.45,3.39,2,3,5,5.42
4692,0.24,61.0,61.5,4.04,2.48,3,1,3,4.02
4693,0.41,56.0,61.0,4.83,2.93,2,1,7,4.78
4694,1.51,53.0,62.9,7.33,4.62,2,6,5,7.37
4695,1.03,61.0,60.5,6.43,3.9,1,1,6,6.47
4696,0.35,60.0,60.2,4.6,2.75,3,4,5,4.54
4697,2.04,57.0,62.8,8.07,5.08,2,6,7,8.11
4698,0.52,56.0,61.7,5.14,3.18,1,3,4,5.17
4699,0.73,61.0,59.3,5.85,3.46,3,3,6,5.82
4700,1.19,58.0,61.5,6.78,4.2,1,5,7,6.88
4701,1.37,57.0,61.0,7.19,4.4,1,2,7,7.25
4702,1.53,59.0,62.9,7.34,4.61,3,7,5,7.31
4703,0.31,60.0,62.6,4.33,2.7,1,5,3,4.29
4704,0.26,56.0,61.6,4.11,2.52,2,3,1,4.07
4705,0.3,58.0,62.9,4.26,2.69,1,6,4,4.29
4706,0.43,58.0,61.5,4.8,2.97,1,5,6,4.86
4707,1.23,59.0,59.6,6.95,4.15,1,4,3,6.98
4708,0.3,53.6,62.1,4.31,2.67,2,3,5,4.28
4709,0.55,58.0,63.3,5.18,3.29,3,3,6,5.21
4710,0.83,57.0,61.6,6.02,3.72,1,4,7,6.06
4711,0.3,57.0,62.3,4.27,2.67,2,2,5,4.3
4712,1.01,59.0,59.0,6.59,3.88,3,1,6,6.57
4713,1.21,55.7,62.3,6.85,4.25,2,3,6,6.8
4714,1.09,55.0,61.5,6.68,4.1,2,5,7,6.65
4715,0.32,56.0,62.2,4.36,2.72,1,5,6,4.39
4716,2.32,62.0,62.0,8.31,5.2,5,5,6,8.47
4717,0.37,59.0,61.6,4.67,2.86,1,3,6,4.62
4718,0.51,55.0,61.9,5.13,3.17,2,1,5,5.11
4719,0.4,57.0,61.7,4.7,2.91,2,3,2,4.74
4720,0.74,58.0,61.3,5.84,3.57,3,2,6,5.8
4721,0.74,55.0,61.9,5.83,3.6,2,6,5,5.8
4722,1.06,56.0,61.1,6.59,4.02,2,1,3,6.58
4723,0.42,57.0,61.7,4.82,2.97,2,1,3,4.8
4724,2.05,59.0,60.1,8.3,4.96,1,4,7,8.2
4725,0.83,58.0,62.1,6.06,3.74,3,3,6,5.98
4726,0.4,57.0,61.4,4.79,2.92,2,5,5,4.72
4727,0.31,58.0,62.1,4.33,2.68,1,6,3,4.3
4728,0.53,56.0,61.8,5.2,3.21,2,4,2,5.18
4729,0.54,56.0,62.2,5.19,3.24,2,4,4,5.23
4730,0.9,57.0,61.2,6.24,3.83,2,5,4,6.28
4731,1.24,59.0,62.4,6.87,4.29,1,6,6,6.89
4732,2.01,60.0,60.5,8.17,4.94,1,6,5,8.15
4733,1.06,55.0,62.2,6.53,4.07,2,4,7,6.56
